Name,Symbol,Formula,Code,Description
temple-gate,멥,"=UNICHAR(HEX2DEC(""ba65""))",ba65,Temple gate: A heavy wooden door protect the holy place when the sanctuary is closed. (building door)
temporary-shield,멦,"=UNICHAR(HEX2DEC(""ba66""))",ba66,Temporary shield: Only a few minutes remain until the defense is down. This protective period should be enough to handle the attack. (shield time)
temptation,멧,"=UNICHAR(HEX2DEC(""ba67""))",ba67,"Temptation: The first sin of uncontrolled desire, when the snake asks to taste the forbidden apple. (fruit reptile state)"
tennis-ball,멨,"=UNICHAR(HEX2DEC(""ba68""))",ba68,Tennis ball: From side to the other one at Roland Garros. (ball sport)
tennis-court,멩,"=UNICHAR(HEX2DEC(""ba69""))",ba69,Tennis court: A clay field to play tennis during Roland Garros. It's not as big as a stadium and the audience must remain silent. (sport)
tennis-racket,멪,"=UNICHAR(HEX2DEC(""ba6a""))",ba6a,Tennis racket: To exchange balls during a match Wembley or Roland Garros. (sport)
tension-snowflake,멫,"=UNICHAR(HEX2DEC(""ba6b""))",ba6b,"Tension snowflake: In the center of this artifact, energy balance is reached. (cross spike star)"
tentacle-heart,멬,"=UNICHAR(HEX2DEC(""ba6c""))",ba6c,Tentacle heart: The beating organ of a tree. (heart tentacle)
tentacle-strike,멭,"=UNICHAR(HEX2DEC(""ba6d""))",ba6d,Tentacle strike: Expanding roots. (tentacle)
tentacles-barrier,멮,"=UNICHAR(HEX2DEC(""ba6e""))",ba6e,Tentacles barrier: Three tentacles acting like an obstacle in a corridor. (tentacle trap)
tentacles-skull,멯,"=UNICHAR(HEX2DEC(""ba6f""))",ba6f,Tentacles skull: A weird alien tongue for this cranium. (skull tentacle)
tentacurl,며,"=UNICHAR(HEX2DEC(""ba70""))",ba70,Tentacurl: A hazardous surf area. (tentacle)
terror,멱,"=UNICHAR(HEX2DEC(""ba71""))",ba71,Terror: Scared to death. A fear so huge you can hardly move. (state)
tesla-coil-2,멲,"=UNICHAR(HEX2DEC(""ba72""))",ba72,Tesla coil: Very powerful defense tower deployed by the soviet army in the Red Alert Saga. (energy lightning tower)
tesla-coil,멳,"=UNICHAR(HEX2DEC(""ba73""))",ba73,Tesla coil: Very powerful defense tower deployed by the soviet army in the Red Alert Saga. (energy lightning tower)
tesla-turret,면,"=UNICHAR(HEX2DEC(""ba74""))",ba74,Tesla turret: High voltage protection from Nikola Tesla. In tower defense games it's usually the beginning of a chain reaction. (building lightning science-fiction weapon)
tesla,멵,"=UNICHAR(HEX2DEC(""ba75""))",ba75,Tesla: A small tower producing electricity. (machine)
test-tube-held,멶,"=UNICHAR(HEX2DEC(""ba76""))",ba76,Test tube held: A chemist preparing an experiment in its lab. (chemical glass hand)
test-tube-rack,멷,"=UNICHAR(HEX2DEC(""ba77""))",ba77,Test tube rack: Each tube may have a distinct chemical inside. (chemical glass)
test-tubes,멸,"=UNICHAR(HEX2DEC(""ba78""))",ba78,Test tubes: Well ordered chemical receptacles in a tidy laboratory for science experiments. They are quite brittle. (chemical glass)
texas,멹,"=UNICHAR(HEX2DEC(""ba79""))",ba79,"Texas: Big American state on the Mexico border, with Dallas and Houston as main cities. (map western)"
theater-curtains,멺,"=UNICHAR(HEX2DEC(""ba7a""))",ba7a,Theater curtains: An empty stage without spotlights nor actors. (building cinema circus door)
theater,멻,"=UNICHAR(HEX2DEC(""ba7b""))",ba7b,Theater: A dark room to watch movies while eating noisy pop-corn. (cinema)
thermometer-cold,멼,"=UNICHAR(HEX2DEC(""ba7c""))",ba7c,Thermometer cold: When the temperature drops under zero degree celcius and nature starts freezing. (ice sky)
thermometer-hot,멽,"=UNICHAR(HEX2DEC(""ba7d""))",ba7d,Thermometer hot: When the temperature gets quite high and water starts to boil. (sky star)
thermometer-scale,멾,"=UNICHAR(HEX2DEC(""ba7e""))",ba7e,Thermometer scale: To measure temperature or weather conditions. Cold is at the bottom and hot at the top. (sky tool)
think,멿,"=UNICHAR(HEX2DEC(""ba7f""))",ba7f,"To think: When there's a hard decision to be made, all ideas are good to analyse. (action head state)"
third-eye,몀,"=UNICHAR(HEX2DEC(""ba80""))",ba80,Third eye: Extra vision after a meditation phase. (eye)
thompson-m1,몁,"=UNICHAR(HEX2DEC(""ba81""))",ba81,"Thompson M1: This weapon is a .45 caliber semi-automatic, one of the most emblematic American submachine gun of World War II. (gun world-wars)"
thompson-m1928,몂,"=UNICHAR(HEX2DEC(""ba82""))",ba82,Thompson M1928: This weapon is a follow-up on the 1921 models with weight added to the actuator. (gun)
thor-fist,몃,"=UNICHAR(HEX2DEC(""ba83""))",ba83,Thor fist: The mighty punch of the Nordic Lord of lightning. (hand lightning)
thor-hammer,몄,"=UNICHAR(HEX2DEC(""ba84""))",ba84,Thor hammer: A heavy blocky war-hammer that can only be lifted by the old god himself to smash enemies. (hammer tool viking weapon)
thorn-helix,명,"=UNICHAR(HEX2DEC(""ba85""))",ba85,"Thorn helix: A spiky braid, imitation of vine. (arrow)"
thorned-arrow,몆,"=UNICHAR(HEX2DEC(""ba86""))",ba86,"Thorned arrow: Along the stick of this dart, small dents will inflict maximum pain. (arrow)"
thorny-tentacle,몇,"=UNICHAR(HEX2DEC(""ba87""))",ba87,Thorny tentacle: A limp limb ready to capture a struggling victim. (tentacle)
thorny-vine,몈,"=UNICHAR(HEX2DEC(""ba88""))",ba88,Thorny vine: This plant grows around poles in direction of the light. (tentacle)
three-burning-balls,몉,"=UNICHAR(HEX2DEC(""ba89""))",ba89,Three burning balls: Rounded rocks ejected from a nearby volcano in eruption. (ball fire)
three-friends,몊,"=UNICHAR(HEX2DEC(""ba8a""))",ba8a,Three friends: A solid friendship between team members celebrating a happy reunion moment. (body sport)
three-keys,몋,"=UNICHAR(HEX2DEC(""ba8b""))",ba8b,Three keys: Handy for a heavily protected vault with multiple gates. (lock)
three-leaves,몌,"=UNICHAR(HEX2DEC(""ba8c""))",ba8c,Three leaves: A trio of leaves standing like a random trefoil. (nature plant wood)
three-pointed-shuriken,몍,"=UNICHAR(HEX2DEC(""ba8d""))",ba8d,Three pointed shuriken: Three blades are interconnected in the center by a metal ring. But it can only follow one path. (ninja spike weapon)
throne-king,몎,"=UNICHAR(HEX2DEC(""ba8e""))",ba8e,Throne king: A mighty ruler and his crown sitting firmly on a decorated chair in the royal hall. (body hat)
throwing-ball,몏,"=UNICHAR(HEX2DEC(""ba8f""))",ba8f,Throwing ball: A handball player about to score a goal with its projectile. (action ball sport)
thrown-charcoal,몐,"=UNICHAR(HEX2DEC(""ba90""))",ba90,Thrown charcoal: Projections from a heavy fire or a volcano. (explosion fire spike)
thrown-daggers,몑,"=UNICHAR(HEX2DEC(""ba91""))",ba91,Thrown daggers: These kunais are three spiky metal blades flying down. (blade ninja)
thrown-knife,몒,"=UNICHAR(HEX2DEC(""ba92""))",ba92,Thrown knife: A sharp edge ready for an impalement art during a circus show. (blade)
thrown-spear,몓,"=UNICHAR(HEX2DEC(""ba93""))",ba93,Thrown spear: The prey of the lancer will be pierced by this javelin and don't stand a chance. (arrow)
thrust-bend,몔,"=UNICHAR(HEX2DEC(""ba94""))",ba94,"Thrust bend: A curved trajectory, like the path of a Frisbee going bach to its point of origin. (arrow)"
thrust,몕,"=UNICHAR(HEX2DEC(""ba95""))",ba95,"Thrust: Go ahead, full power. (arrow rank)"
thumb-down,몖,"=UNICHAR(HEX2DEC(""ba96""))",ba96,"Thumb down: Sign of disapproval, when you dislike something. (gui hand)"
thumb-up,몗,"=UNICHAR(HEX2DEC(""ba97""))",ba97,"Thumb up: Sign of approval, when you like something or to confirm that everything is under control. (gui hand)"
thunder-blade,몘,"=UNICHAR(HEX2DEC(""ba98""))",ba98,Thunder blade: A sword blessed by a lightning bolt. (blade lightning)
thunder-skull,몙,"=UNICHAR(HEX2DEC(""ba99""))",ba99,Thunder skull: A human dead head surrounded by bolts of energy. (lightning skull)
thunder-struck,몚,"=UNICHAR(HEX2DEC(""ba9a""))",ba9a,Thunder struck: A random electric phenomena forming an high voltage arc from the clouds to the ground. (lightning)
thunderball,몛,"=UNICHAR(HEX2DEC(""ba9b""))",ba9b,Thunderball: Coming from an electric cloud to enter through the chimney and make a few astonishing loops inside your room. (lightning)
thwomp,몜,"=UNICHAR(HEX2DEC(""ba9c""))",ba9c,Thwomp: A grumpy block ready to flatten everything passing by. (creature spike stone super-mario)
tiara,몝,"=UNICHAR(HEX2DEC(""ba9d""))",ba9d,Tiara: The light crown of a queen or a princess. (hat jewellery)
tic-tac-toe,몞,"=UNICHAR(HEX2DEC(""ba9e""))",ba9e,"Tic tac toe: Align 3 crosses or circles horizontally, vertically or in diagonal to win the game. (board toy)"
tick,몟,"=UNICHAR(HEX2DEC(""ba9f""))",ba9f,Tick: A really tiny insect that enjoy beating animals right underneath their fur to suck blood. Notorious to transmit nasty deseases to its host. (animal insect)
ticket,몠,"=UNICHAR(HEX2DEC(""baa0""))",baa0,Ticket: A small piece of paper proving that you purchase your right to be in the audience of a show. (book cinema circus money sport)
tie,몡,"=UNICHAR(HEX2DEC(""baa1""))",baa1,"Tie: A cravat, piece of tissue around the neck to look bossy. (clothing)"
tied-scroll,몢,"=UNICHAR(HEX2DEC(""baa2""))",baa2,Tied scroll: The important scriptures written on this hide are kept safe this way. (book household pirate)
tiger-head,몣,"=UNICHAR(HEX2DEC(""baa3""))",baa3,Tiger head: The striped cousin of the Lion is also very fierce. (animal circus mammal)
tiger,몤,"=UNICHAR(HEX2DEC(""baa4""))",baa4,Tiger: Big cat with stripes. (animal mammal)
tightrope,몥,"=UNICHAR(HEX2DEC(""baa5""))",baa5,Tightrope: A good balance is needed during funambulism exhibitions. This person is an expert in agility and nimbleness. (body bridge circus sport)
time-bomb,몦,"=UNICHAR(HEX2DEC(""baa6""))",baa6,Time bomb: A countdown is really poignant only if it stops with only one second remaining. (bomb time)
time-dynamite,몧,"=UNICHAR(HEX2DEC(""baa7""))",baa7,"Time dynamite: In just a few minutes, the countdown will be over and everything will be destroy. (bomb time)"
time-synchronization,모,"=UNICHAR(HEX2DEC(""baa8""))",baa8,Time synchronization: The watches need a common point of reference to keep track of time. Hours and minutes are up to date. (time)
time-trap,목,"=UNICHAR(HEX2DEC(""baa9""))",baa9,Time trap: Don't stay stuck in the future or in the past. (time trap)
tinker,몪,"=UNICHAR(HEX2DEC(""baaa""))",baaa,Tinker: Hammer and spanner mix for engineers. (cross tool)
tipi,몫,"=UNICHAR(HEX2DEC(""baab""))",baab,"Tipi: An Amerindian tent, maybe the house of Tikotep. (building western)"
tire-iron-cross,몬,"=UNICHAR(HEX2DEC(""baac""))",baac,Tire iron cross: Your best friend when you need to remove the bolts of a flat wheel. (cross tool vehicle)
tire-iron,몭,"=UNICHAR(HEX2DEC(""baad""))",baad,Tire iron: Keep it in the boot of the car to fix your car next time it goes flat. (tool vehicle)
tire-tracks,몮,"=UNICHAR(HEX2DEC(""baae""))",baae,Tire tracks: Fresh threads in the mud or in the snow can lead to the driver who created an accident. (police vehicle)
tired-eye,몯,"=UNICHAR(HEX2DEC(""baaf""))",baaf,Tired eye: Rest is needed to regain stamina and feel more energetic after a good sleep. (eye)
toad-teeth,몰,"=UNICHAR(HEX2DEC(""bab0""))",bab0,Toad teeth: Piranha escaped rivers to populate quiet pond. (creature mouth reptile)
toaster,몱,"=UNICHAR(HEX2DEC(""bab1""))",bab1,Toaster: Don't burn toasts if you want to put butter or jam on them during breakfast. (food household kitchenware)
toggles,몲,"=UNICHAR(HEX2DEC(""bab2""))",bab2,"Toggles: Some settings are enabled, meanwhile others are deactivated. (gui)"
token,몳,"=UNICHAR(HEX2DEC(""bab3""))",bab3,Token: A thick coin that may be used during exchange between players at a casino table. (board money)
tomahawk,몴,"=UNICHAR(HEX2DEC(""bab4""))",bab4,Tomahawk: A single handed hatchet from Native North American tribes that may also be used a pipe. (axe weapon western)
tomato,몵,"=UNICHAR(HEX2DEC(""bab5""))",bab5,Tomato: A red fruit used a lot to make pasta sauce or ketchup. (food fruit)
tombstone-2,몶,"=UNICHAR(HEX2DEC(""bab6""))",bab6,Tombstone: Rest in peace in a graveyard with en epitaph resuming your long life in only a few words. (death stone)
tombstone,몷,"=UNICHAR(HEX2DEC(""bab7""))",bab7,Tombstone: Rest in peace in a graveyard with en epitaph resuming your long life in only a few words. (death stone)
tongue,몸,"=UNICHAR(HEX2DEC(""bab8""))",bab8,Tongue: Big closed lips with a pending tongue ready to lick a lollipop with stick saliva. (mouth)
toolbox,몹,"=UNICHAR(HEX2DEC(""bab9""))",bab9,Toolbox: This wooden box has a handle to carry hammers and screwdrivers. (container tool)
tooth,몺,"=UNICHAR(HEX2DEC(""baba""))",baba,"Tooth: More a molar than an incisive, so expect calm food grinding over merciless tearing. (anatomy bone head mouth)"
toothbrush,못,"=UNICHAR(HEX2DEC(""babb""))",babb,Toothbrush: To keep teeth clean and shiny white after each meal. (mouth)
top-hat,몼,"=UNICHAR(HEX2DEC(""babc""))",babc,Top hat: The essential attribute to look like a dandy gentleman. (hat head steampunk)
top-paw,몽,"=UNICHAR(HEX2DEC(""babd""))",babd,Top paw: This upper side does not leave prints on the ground but can leave strips on skin. (animal claw)
topaz,몾,"=UNICHAR(HEX2DEC(""babe""))",babe,Topaz: A drop of crystal made of aluminium and fluorine. (jewellery mineral)
torc,몿,"=UNICHAR(HEX2DEC(""babf""))",babf,Torc: A twisted necklace very hard to remove. (celtic jewellery metal)
torch,뫀,"=UNICHAR(HEX2DEC(""bac0""))",bac0,Torch: An inflamed stick to illuminate dark dungeons and lead lost people to the surface if they choose the right direction. (fire light)
tornado-discs,뫁,"=UNICHAR(HEX2DEC(""bac1""))",bac1,Tornado discs: Like a small hurricane. (spike)
tornado,뫂,"=UNICHAR(HEX2DEC(""bac2""))",bac2,Tornado: Wind getting mad and spinning very quickly. (sky)
torpedo,뫃,"=UNICHAR(HEX2DEC(""bac3""))",bac3,Torpedo: Underwater missile to attack ships and submarines. (bomb sea weapon world-wars)
tortoise,뫄,"=UNICHAR(HEX2DEC(""bac4""))",bac4,Tortoise: A slow and old land turtle that lives in its shell. (animal reptile super-mario)
totem-head,뫅,"=UNICHAR(HEX2DEC(""bac5""))",bac5,"Totem head: Amerindian idol raised in the middle of the camp ground to protect the tribe, inspire the shamans and give strength to the warriors. (head symbol wood)"
totem-mask,뫆,"=UNICHAR(HEX2DEC(""bac6""))",bac6,Totem mask: A tribal ceremony helmet depicting old gods and spirits in a rigid face with almost no feature. (mask wood)
totem,뫇,"=UNICHAR(HEX2DEC(""bac7""))",bac7,Totem: Native Americans sacred pillar celebrated during ceremonies. (western wood)
toucan,뫈,"=UNICHAR(HEX2DEC(""bac8""))",bac8,Toucan: Colourful tropical bird with a long and heavy beak. (animal bird)
tow-truck,뫉,"=UNICHAR(HEX2DEC(""bac9""))",bac9,Tow truck: A lorry with a hook to rescue damaged cars and bring them to the reparation garage. (vehicle)
towel,뫊,"=UNICHAR(HEX2DEC(""baca""))",baca,Towel: Found in bathrooms or in kitchens to dry hands. (household)
tower-bridge,뫋,"=UNICHAR(HEX2DEC(""bacb""))",bacb,Tower bridge: London iconic bridge over the Thames river. (bridge steampunk tower)
tower-fall,뫌,"=UNICHAR(HEX2DEC(""bacc""))",bacc,Tower fall: Catapults made a new victim: all the bricks are falling apart from these ruins. (building spike tower)
tower-flag,뫍,"=UNICHAR(HEX2DEC(""bacd""))",bacd,Tower flag: The white flag floating above this castle indicates that the siege is finished and the defender surrenders. (building flag tower)
toy-mallet,뫎,"=UNICHAR(HEX2DEC(""bace""))",bace,Toy mallet: A bouncy hammer for kids or jokers made of squeaky plastic. (hammer tool toy)
tracked-robot,뫏,"=UNICHAR(HEX2DEC(""bacf""))",bacf,"Tracked robot: Thanks to its tank treads, it can find a way on rough terrain with the ground is covered with sand or stones. (robot vehicle)"
trade,뫐,"=UNICHAR(HEX2DEC(""bad0""))",bad0,"Trade: To exchange cargo after a business agreement, when the deal is over. It's usually resources versus money. (action arrow block container)"
traffic-cone,뫑,"=UNICHAR(HEX2DEC(""bad1""))",bad1,Traffic cone: Used to indicate roadworks or the VLC logo. (building)
traffic-lights-green,뫒,"=UNICHAR(HEX2DEC(""bad2""))",bad2,Traffic lights green: Indicators regulating traffic at road intersections. The green light at the bottoms means that you're good to go. (light vehicle)
traffic-lights-orange,뫓,"=UNICHAR(HEX2DEC(""bad3""))",bad3,Traffic lights orange: Indicators regulating traffic at road intersections. The orange (or yellow) light in the middle means that the light is about to go red. Prepare to stop! (light vehicle)
traffic-lights-ready-to-go,뫔,"=UNICHAR(HEX2DEC(""bad4""))",bad4,Traffic lights ready to go.: Indicators regulating traffic at road intersections. Prepare to go! (light vehicle)
traffic-lights-red,뫕,"=UNICHAR(HEX2DEC(""bad5""))",bad5,Traffic lights red: Indicators regulating traffic at road intersections. The red light at the top means that stopping is mandatory. (light police vehicle)
trail,뫖,"=UNICHAR(HEX2DEC(""bad6""))",bad6,"Trail: The path is pretty clear, just have to follow the direction pointed by the sign. (map nature)"
